LVA-Nr.,LVA-Titel,Typ,Art,LeiterIn,Sem.,ECTS,SSt.,Nächster Termin,max_students,registered_students,no_dates_total,Abhaltungssprache_subinfo,Institut,E-Mail,Ausbildungslevel,Studienfachbereich,Anbietende Uni,Quellcurriculum,Beurteilungskriterien,Lehrmethoden,Abhaltungssprache_studyhandbook,Literatur,Lehrinhalte wechselnd?,Sonstige Informationen,Studienfach
239.509,Marktwirtschaft und Staat,IK,Präsenz,Susanne Pech,2024S,"3,00","2,0",Letzter Termin vorbei,40,22,11.0,German,I. Volkswirtschaftslehre,,B1 - Bachelor 1. Jahr,Volkswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftswissenschaften 2020W 2020W,"Klausur 
Vorbereitung und Präsentation von Hausübungsbeispielen","Vortrag durch die/den Lehrenden
Diskussion zu bestimmten Themen
Präsentation von Hausübungsbeispielen durch die Studierenden",Deutsch,"Skriptum zum Kurs ""Marktwirtschaft und Staat""
die in diesem IK verwendeten Folien",Nein,"Es wird empfohlen, diesen IK parallel zum gleichnamigen Kurs zu besuchen. 
Dieser IK baut auf dem (theoretischen) Wissen aus dem gleichnamigen Kurs auf und setzt mikroökonomische Grundkenntnissen über einen Gütermarkt aus den Kursen KS Einführung in die Volkswirtschaftslehre und/oder KS Einführung in die Mikroökonomie voraus. ",Wahlfächer
358.001,Maschinenelemente,VL,Präsenz,Gudrun Mikota,2024S,"3,00","2,0",Fr. 08.11.24 12:00 - 15:15,170,119,13.0,German,I. Maschinenlehre u. Fluidtechnik,office.imh@jku.at,B2 - Bachelor 2. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau 2023W,"Schriftliche und mündliche Prüfung. Die schriftliche Prüfung besteht aus zwei Beispielen; beide Beispiele umfassen jeweils die Berechnung einer kleineren Baugruppe. In Summe muss die Hälfte der Punkte erreicht werden, um zur mündlichen Prüfung antreten zu können. Ausnahme: bei der 3. Prüfung kann in jedem Fall ein Antritt zur mündlichen Prüfung erfolgen. In der mündlichen Prüfung werden zwei Fragen gestellt, die meist einen größeren Bereich umfassen; während der Antwort werden Zwischenfragen gestellt, um die Durchdringung des Fachgebietes zu überprüfen.",Frontalunterricht; ausführliches Skriptum; Üben des Erlernten in den begleitenden Übungen (siehe Maschinenelemente Übungen) ,Deutsch,"Skriptum; zusätzlich hilfreich: Niemann, Winter, Höhn, Stahl: Maschinenelemente (Springer Verlag); Roloff/ Matek: Maschinenelemente (vieweg Verlag); Decker: Maschinenelemente (Hanser Verlag); Schlecht: Maschinenelemente (Pearson Verlag)",Nein,Keine,Pflichtfächer
324.820,Mathematics for AI II,VL,Präsenz,Krystian Kazaniecki,2024S,"6,00","4,0",Mo. 11.11.24 16:15 - 19:45,600,528,27.0,English,A. Funktionalanalysis,krystian.kazaniecki@jku.at,B1 - Bachelor 1. Jahr,Artificial Intelligence,Johannes Kepler Universität Linz,Bachelorstudium Artificial Intelligence 2022W,(*)final exam,,Englisch,"(*)Manuscript, slides, videos and exercises+solutions can be found on Moodle.",Nein,,(*)Mathematics
357.121,Mathematik 2,UE,Präsenz,Robert Pollak,2024S,"1,50","1,0",Letzter Termin vorbei,35,30,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,robert.pollak@jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.122,Mathematik 2,UE,Präsenz,Robert Pollak,2024S,"1,50","1,0",Letzter Termin vorbei,35,33,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.123,Mathematik 2,UE,Präsenz,Dmitry Efrosinin,2024S,"1,50","1,0",Letzter Termin vorbei,35,35,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.124,Mathematik 2,UE,Präsenz,Dmitry Efrosinin,2024S,"1,50","1,0",Letzter Termin vorbei,35,35,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.125,Mathematik 2,UE,Präsenz,Valentin Sturm,2024S,"1,50","1,0",Letzter Termin vorbei,35,37,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.126,Mathematik 2,UE,Präsenz,Valentin Sturm,2024S,"1,50","1,0",Letzter Termin vorbei,35,35,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.128,Mathematik 2,UE,Präsenz,Robert Pollak,2024S,"1,50","1,0",Letzter Termin vorbei,35,24,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
367.060,Multimediasysteme,VO,Präsenz,Gabriele Kotsis,2024S,"3,00","2,0",Letzter Termin vorbei,250,234,11.0,German,I. Telekooperation,gabriele.kotsis@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,"Abschlussklausur in schriftlicher Form, keine Unterlagen erlaubt, Fragen zu Basiswissen, praktischen Fertigkeiten und vertiefendem Verständniswissen ","Vortrag, Selbststudium mittels vertiefender Beispiele, Fragen, Disskussion",Deutsch,wird jeweils aktuell in der Vorlesung bekanntgegeben,Nein,,Systeme
245.312,Operations and Supply Chain Management,IK,Präsenz,Simon Currle,2024S,"3,00","2,0",Letzter Termin vorbei,40,42,10.0,English,I. Produktions-u.Logistikmanagement,simon.currle@jku.at,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2020W,"Homework exercises, exam(s)","Discussion of exercises, group work",English,"Stevenson, WJ: Operations Management. McGraw-Hill Education Ltd; in the current edition
Chopra, S (2019) Supply Chain Management: Strategy, Planning and Operation (7th Edition) 
Zusätzliche Literatur wird in der Lehrveranstaltung bekannt gegeben.",Nein,We strongly recommend to attend KS and IK “Operations and Supply Chain Management” in the same semester.,Wahlfächer
245.311,Operations and Supply Chain Management,KS,Präsenz,Simon Currle,2024S,"3,00","2,0",Letzter Termin vorbei,100,91,11.0,English,I. Produktions-u.Logistikmanagement,elisabeth.gaar@jku.at,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2021W,"Exam(s), exercises","Lecture, case studies, discussion",English,"Stevenson, WJ : Operations Management. McGraw-Hill Education Ltd; in the current edition
Chopra, S: Supply Chain Management: Strategy, Planning and Operation; in the current edition
Pointers to additional literature will be provided in class.",Nein,We recommend to attend KS and IK “Operations and Supply Chain Management” in the same semester.,(*)Digitalization and Supply Chain Management
381.013,Polymer Injection Moulding 2: Process Technologies,KV,Präsenz,Georg Steinbichler,2024S,"3,00","2,0",Di. 11.02.25 13:45 - 15:15,35,12,14.0,English,"I. Polymer Inj. Moulding, Process Autom.",,M1 - Master 1. Jahr,Kunststofftechnik,Johannes Kepler Universität Linz,Masterstudium Polymer Technologies and Science (PTS) 2023W,(*)Written exam,,Englisch,"(*)Injection Molding - Technology and Fundamentals, James L. White, Hanser Verlag",Nein,,(*)Polymer Processing
150.031,Praxis der Unternehmensbesteuerung,VL,Präsenz,Christoph Finsterer,2024S,"1,50","1,0",Letzter Termin vorbei,200,62,3.0,German,"I. Finanz-, Steuerrecht u. Steuerpolitik",steuerrecht@jku.at,D - Diplom,Rechtswissenschaften,Johannes Kepler Universität Linz,Diplomstudium Rechtswissenschaften 2024W,Die Beurteilung erfolgt auf Basis der Mitwirkung an den Vorlesungsinhalten.,Die Lehrinhalte werden im Rahmen von Vorträgen und Diskussionen erarbeitet. ,Deutsch,,Nein,Die Lehrveranstaltung bildet in ihrer Gesamtheit einen Bestandteil des Fertigkeitentrainings im Sinne von § 3 des Curriculums. ,Zweiter Studienabschnitt
343.355,Projektorganisation,KV,Präsenz,Paul Grünbacher,2024S,"3,00","2,0",Letzter Termin vorbei,35,28,6.0,German,I. Software Systems Engineering,paul.gruenbacher@jku.at,B2 - Bachelor 2. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,2-4 praktische Übungen im Rahmen des Semesterprojekts; schriftlicher Test am Ende des Semesters (Sommersemester); Ausarbeitung und Präsentation eines Vertiefungsthemas (Wintersemester),Folienvortrag; Semesterprojekt in Gruppen; Besprechung neuer und abgegebener Projektaufgaben; Diskussionen; Verwendung von Softwarewerkzeugen,Deutsch,Foliensatz; Software-Werkzeuge,Nein,,Begleitende Inhalte
257.211,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Udo Kannengiesser,2024S,"3,00","2,0",Letzter Termin vorbei,30,30,10.0,German,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,"Basisliteratur: 
Becker, J., Kugeler, M., & Rosemann, M. (Hrsg.). (2012). Prozessmanagement: Ein Leitfaden zur prozessorientierten Organisationsgestaltung (Siebte, korrigierte und erweiterte Auflage). Springer Gabler.
Rücker, B., & Freund, J. (2019). Praxishandbuch BPMN Mit Einführung in DMN (Sechste Auflage). Carl Hanser Verlag.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
257.213,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Udo Kannengiesser,2024S,"3,00","2,0",Letzter Termin vorbei,30,16,10.0,German,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,"Basisliteratur: 
Becker, J., Kugeler, M., & Rosemann, M. (Hrsg.). (2012). Prozessmanagement: Ein Leitfaden zur prozessorientierten Organisationsgestaltung (Siebte, korrigierte und erweiterte Auflage). Springer Gabler.
Rücker, B., & Freund, J. (2019). Praxishandbuch BPMN Mit Einführung in DMN (Sechste Auflage). Carl Hanser Verlag.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
257.214,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Richard Heininger,2024S,"3,00","2,0",Letzter Termin vorbei,30,31,10.0,German,I. WI Communications Engineering,richard.heininger@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,"Basisliteratur: 
Becker, J., Kugeler, M., & Rosemann, M. (Hrsg.). (2012). Prozessmanagement: Ein Leitfaden zur prozessorientierten Organisationsgestaltung (Siebte, korrigierte und erweiterte Auflage). Springer Gabler.
Rücker, B., & Freund, J. (2019). Praxishandbuch BPMN Mit Einführung in DMN (Sechste Auflage). Carl Hanser Verlag.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
257.200,Prozess- und Kommunikationsmodellierung,VL,Präsenz,Udo Kannengiesser,2024S,"3,00","2,0",Letzter Termin vorbei,200,152,8.0,German,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Klausur,"Konzeptuelle Inputs und interaktiver Diskurs auf Basis von Fragen, die zu jeder Lerneinheit gestellt werden. Das gesamte Material ist didaktisch aufbereitet in einer e-Learning-Plattform verfügbar. Die Studierenden haben die Möglichkeit, ihre Überlegungen in einem den Fragen zugeordneten Forum kontextsensitiv einzupflegen und zu bearbeiten.",Deutsch,"Basisliteratur: 
Dumas, M., La Rosa, M., Mendling, J., & Reijers, H. A. (2013). Fundamentals of Business Process Management. Springer Berlin Heidelberg. 
Harmon, P. (2019). Business process change: A business process management guide for managers and process professionals (Vierte Auflage). Elsevier.
Ould, M. A. (2005). Business process management: A rigorous approach. Meghan-Kiffer Press.
Weske, M. (2019). Business Process Management: Concepts, Languages, Architectures (Dritte Auflage). Springer Berlin Heidelberg. 
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
361.001,Regelungstechnik,VL,Präsenz,Markus Schöberl,2024S,"4,50","3,0",Fr. 13.12.24 10:15 - 12:45,140,132,21.0,German,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,schriftliche Klausur und/oder mündliche Prüfung,Tafel- und Folienvortrag,Deutsch,JKU KUSSS und/oder Moodle,Nein,,Pflichtfächer
382.059,Signalverarbeitung,VL,Präsenz,Mario Huemer,2024S,"4,50","3,0",Fr. 15.11.24 08:30 - 11:00,70,53,18.0,German,I. Signalverarbeitung,office.isp@jku.at,B2 - Bachelor 2. Jahr,Informationselektronik,Johannes Kepler Universität Linz,Bachelorstudium Elektronik und Informationstechnik 2022W,Schriftliche Klausur,Folien/Tafelvortrag unterstützt mit Matlab-basierten Demos,Deutsch,"Vorlesungsfolien 
A.V. Oppenheim, R.W. Schafer, J.R. Buck, Zeitdiskrete Signalverarbeitung, Pearson, München, 2004. 
K.D. Kammeyer, K. Kroschel, Digitale Signalverarbeitung, Vieweg + Teubner, Wiesbaden, 2009. 
D. Ch. von Grünigen, Digitale Signalverarbeitung, Hanser, München, 2008. ",Nein,,Wahlfächer
339.170,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,2024S,"3,00","2,0",Letzter Termin vorbei,100,108,12.0,German,I. Systemsoftware,hanspeter.moessenboeck@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2024W,Klausur am Semesterende,Folienvortrag mit Beispielen an der Tafel.,Deutsch,"Basisliteratur:  
Mössenböck, H.: Sprechen Sie Java? Eine Einführung in das systematische Programmieren. dpunkt.verlag, Heidelberg, in der aktuellen Auflage.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben.",Nein,Für nähere Informationen siehe http://ssw.jku.at/Teaching/Lectures/,Pflichtfächer
339.191,Softwareentwicklung 2,VO,Präsenz,Herbert Prähofer,2024S,"3,00","2,0",Letzter Termin vorbei,300,306,17.0,German,I. Systemsoftware,herbert.praehofer@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2024W,Klausur am Semesterende,"Folienvortrag mit Beispielen an der Tafel. In wöchentlichen Programmieraufgaben, die in der darauffolgenden Woche besprochen werden, erwerben Sie praktische Programmiererfahrungen.",Deutsch,Siehe http://ssw.jku.at/Teaching/Lectures/SW2/VL/,Nein,Für weitere Informationen siehe http://ssw.jku.at/Teaching/Lectures/SW2/VL/,Software
256.600,Soziale Auswirkungen der IT,KS,Präsenz,Hermann Sikora,2024S,"3,00","2,0",Do. 24.10.24 19:00 - 20:30,150,154,13.0,German,I. WI Information Engineering,office@ie.jku.at,B3 - Bachelor 3. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2024W,Kurzreferat und schriftliche Arbeit zu einem selbstgewählten Thema.,Kurze beschreibende oder empirische Studie,Deutsch,Aktuelle Literatur wird im KUSSS bereitgestellt.,Nein,,Soziale und geschlechterspezifische Aspekte der IT
339.341,Special Topics,KV,Präsenz,Hanspeter Mössenböck,2024S,"1,50","1,0",Letzter Termin vorbei,125,119,3.0,English,I. Systemsoftware,hanspeter.moessenboeck@jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science 2021W,(*)See course descriptions. ,(*)See course descriptions. ,Englisch,(*)See course descriptions. ,Ja,(*)None.,(*)Area of Specialization
339.350,Special Topics,KV,Präsenz,William Steingartner,2024S,"1,50","1,0",Letzter Termin vorbei,35,12,4.0,English,I. Systemsoftware,sec@ssw.jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science 2021W,(*)See course descriptions. ,(*)See course descriptions. ,Englisch,(*)See course descriptions. ,Ja,(*)None.,(*)Area of Specialization
366.594,Statistics for AI,UE,Fernstudium,Thomas Forstner,2024S,"3,00","2,0",Letzter Termin vorbei,150,215,0.0,English,A. Angewandte Systemforsch. u. Statistik,thomas.forstner@jku.at,B1 - Bachelor 1. Jahr,Artificial Intelligence,Johannes Kepler Universität Linz,Bachelorstudium Artificial Intelligence 2019W,(*)Homework assignments and presentations,(*)Student presentations ,Englisch,"(*)Slides provided by instructor
Bortz, J.: Statistik für Human- und Sozialwissenschaftler. Springer, Heidelberg, in der aktuellen Auflage.
Fahrmeir, L.; Künstler, R.; Pigeot, I.: Statistik – Der Weg zur Datenanalyse. Springer, Berlin, in der aktuellen Auflage.
Hartung, J.; Elpelt, B.; Klösener, K.-H.: Statistik: Lehr- und Handbuch der angewandten Statistik. Oldenbourg, München, in der aktuellen Auflage.
or any other introductory book to statistics ",Nein,"(*)Continuative courses: 
Statistics 2 (focus on parametric and non-parametric tests)
Special Topics: Computer Assisted Statistics with SPSS (introduction into SPSS)
Special Topics: Biostatistics in Clinical Research (introduction into biostatisics)
Special Topics: Applied Biostatistics
Special Topics: Statistics 3 (parametric and non-parametric analysis of variance, multiple linear and non-linear regression ) ",(*)Data Science
238.213,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Andreas Quatember,2024S,"3,00","2,0",Letzter Termin vorbei,180,160,14.0,German,A. Datengewinnung und Datenqualität,andreas.quatember@jku.at,B1 - Bachelor 1. Jahr,Statistik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftswissenschaften 2020W 2023W,Hausübungen und Klausur ,"Vortrag durch den Lehrenden 
Diskussion der Hausübungen
eigenständiges Arbeiten mit Daten in EXCEL",Deutsch,"Quatember, A. (aktuelle Auflage). Statistik ohne Angst vor Formeln. Pearson, München",Nein,EXCEL-Lern- und Simulationsdateien für manche Hausübungen werden zur Verfügung gestellt ,Pflichtfächer
150.004,Steuerrecht,RE,Präsenz,Maximilian Reindl,2024S,"2,00","2,0",Letzter Termin vorbei,200,100,4.0,German,"I. Finanz-, Steuerrecht u. Steuerpolitik",steuerrecht@jku.at,,,,,,,,,,,Not available
269.030,Strategisches Management: Grundlagen,KS,Präsenz,Johannes Winkler,2024S,"3,00","2,0",Letzter Termin vorbei,100,82,6.0,German,I. Strategisches Management,,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2024W,Klausur und Seminararbeit,"Zur Erreichung der Lehr- und Lernziele werden theoretische Inputs, Selbststudium sowie Übungen in Kleingruppen und Phasen der kritischen Reflexion und Diskussion eingesetzt.",Deutsch,,Nein,,Wahlfächer
381.001,Technologien der Polymerverarbeitung 2: Spritzgießen,VL,Präsenz,Georg Steinbichler,2024S,"2,50","2,0",Di. 11.02.25 13:45 - 15:15,105,22,16.0,German,"I. Polymer Inj. Moulding, Process Autom.",,B2 - Bachelor 2. Jahr,Kunststofftechnik,Johannes Kepler Universität Linz,Bachelorstudium Nachhaltige Kunststofftechnik & Kreislaufwirtschaft 2024W,Schriftliche Prüfung mit transparentem Punktesystem und Notenzuteilung,Vorlesung mit Power Point Präsentation; Skripten werden über das KUSSS zur Verfügung gestellt,Deutsch,,Nein,Diese Lehrveranstaltung wird in Abstimmung mit den Studierenden wahlweise in deutscher oder englischer Sprache abgehalten. Zumindest werden Unterlagen oder Buchempfehlungen jeweils in deutscher und englischer Sprache zur Verfügung gestellt. Die Prüfung kann wahlweise in deutscher oder englischer Sprache absolviert werden. ,Kunststofftechnik und Kreislaufwirtschaft
367.044,Vertiefung Softwareentwicklung,VL,Präsenz,Karin Anna Hummel,2024S,"3,00","2,0",Letzter Termin vorbei,200,166,13.0,German,I. Telekooperation,karin_anna.hummel@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2023W,Klausur,Folienvortrag mit Beispielen an der Tafel ,Deutsch,"Basisliteratur:
Mössenböck, H.: Sprechen Sie Java? Eine Einführung in das systematische Programmieren. dpunkt.verlag, Heidelberg, in der aktuellen Auflage. 
Ergänzungsliteratur wird in jedem Semester bekannt gegeben. ",Nein,,Begleitende Inhalte
531.208,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,2024S,"4,00","4,0",Fr. 13.12.24 10:15 - 12:45,100,76,30.0,German,A. MINT Didaktik,Peter.Kritzer@oeaw.ac.at,,,,,,,,,,,Not available
233.KS2,Wirtschafts- und Berufspädagogik 2,KS,Präsenz,Georg Hans Neuweg,2024S,"4,00","2,0",Letzter Termin vorbei,200,59,11.0,German,I. Wirtschafts- u. Berufspädagogik,georg.neuweg@jku.at,D - Diplom,Pädagogik,Johannes Kepler Universität Linz,Diplomstudium Wirtschaftspädagogik 2023W,Schriftliche Klausur sowie Reflexions- und Übungsaufgaben,"Vortrag, selbständiges Literaturstudium, Diskussion",Deutsch,Detaillierte Angaben sind der Literaturliste im WIP-Moodle zu entnehmen. ,Nein,Der Kurs Wirtschafts- und Berufspädagogik 2 (Sommersemester) wird alternierend mit dem Kurs Wirtschafts- und Berufspädagogik 1 (Wintersemester) angeboten. Er kann auch vor dem Kurs 1 absolviert werden.,Pflichtfächer 2. Studienabschnitt
367.144,Wirtschaftsgrundlagen der Informatik,VL,Präsenz,Werner Retschitzegger,2024S,"3,00","2,0",Mo. 09.12.24 17:15 - 18:45,200,181,5.0,German,A. Kooperative Informationssysteme,werner.retschitzegger@jku.at,B2 - Bachelor 2. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,Klausur,Folien-basierter Vortrag,Deutsch,"G. Wöhe, U. Döring, Einführung in die Allgemeine Betriebswirtschaftslehre, 26. Auflage, Vahlen-Verlag, 2016
J.-P. Thommen, A.-K. Achleitner, Allgemeine Betriebswirtschaftslehre, 5. Auflage, Gabler-Verlag, 2009
J. Noll, Konstitutive Entscheidungen, Beschaffung, Leistungserstellung und Absatz, VO-Unterlagen, Fakultät für Wirtschaftswissenschaften, Universität Wien, 2007
A. Meier, H. Stormer, eBusiness & eCommerce, Management der digitalen Wertschöpfungskette, 2. Auflage, Springer, 2008
Tobias Kollmann: E-Business – Grundlagen elektronischer Geschäftsprozesse in der Digitalen Wirtschaft, 6. Auflage, Springer 2016
A. Meier, H. Stormer, eBusiness & eCommerce, Management der digitalen Wertschöpfungskette, 3. Auflage, Springer, 2012",Nein,http://www.cis.jku.at,Begleitende Inhalte
367.145,Wirtschaftsgrundlagen für Informatiker,VO,Präsenz,Werner Retschitzegger,2024S,"3,00","2,0",Mo. 09.12.24 17:15 - 18:45,15,2,5.0,German,A. Kooperative Informationssysteme,werner.retschitzegger@jku.at,,,,,,,,,,,Not available
300.951,Wissenschaftliches Schreiben und Layouten anhand von LaTeX 2,KV,Präsenz,Markus Jäger,2024S,"1,50","1,0",Letzter Termin vorbei,50,24,4.0,German,Studienleitung TN,,,,,,,,,,,,Not available
531.170,Zahlentheorie,VO,Präsenz,Friedrich Pillichshammer,2024S,"2,00","2,0",Mi. 30.10.24 08:30 - 10:00,110,98,14.0,German,A. MINT Didaktik,friedrich.pillichshammer@jku.at,,,,,,,,,,,Not available
239.301,Ökonomie für das Unterrichtsfach GW,VU,Präsenz,René Andeßner,2024S,"8,00","4,0",Letzter Termin vorbei,200,47,23.0,German,I. Volkswirtschaftslehre,,,,,,,,,,,,Not available
