course_number,weekday,room,note,exam,test,tutorium,room_id,start_time,end_time,room_capacity,calendar_week,cancelled,offsite
346.203,Mo.,T 911,Tutorium Exercise Sheet 3,False,False,True,-1,2024-04-15 12:00:00,2024-04-15 12:45:00,-1,16,False,False
346.203,Di.,T 911,Exercise 3,False,False,False,-1,2024-04-16 09:15:00,2024-04-16 10:00:00,-1,16,False,False
346.203,Fr.,P 215,Tutorium Exercise Sheet 4,False,False,True,-1,2024-04-19 13:45:00,2024-04-19 14:30:00,-1,16,False,False
346.203,Mo.,T 911,Tutorium Exercise Sheet 4,False,False,True,-1,2024-04-22 12:00:00,2024-04-22 12:45:00,-1,17,False,False
346.203,Di.,T 911,Exercise 4,False,False,False,-1,2024-04-23 09:15:00,2024-04-23 10:00:00,-1,17,False,False
346.203,Fr.,P 215,Tutorium Exercise Sheet 5,False,False,True,-1,2024-04-26 13:45:00,2024-04-26 14:30:00,-1,17,False,False
346.203,Mo.,T 911,Tutorium Exercise Sheet 5,False,False,True,-1,2024-04-29 12:00:00,2024-04-29 12:45:00,-1,18,False,False
346.203,Di.,T 911,Exercise 5,False,False,False,-1,2024-04-30 09:15:00,2024-04-30 10:00:00,-1,18,False,False
346.203,Fr.,HF 9904,Tutorium Exercise Sheet 6,False,False,True,-1,2024-05-03 09:15:00,2024-05-03 10:00:00,-1,18,False,False
346.203,Mo.,HS 12,Tutorium Exercise Sheet 6,False,False,True,-1,2024-05-06 09:15:00,2024-05-06 10:00:00,-1,19,False,False
346.203,Di.,T 911,Exercise 6,False,False,False,-1,2024-05-07 09:15:00,2024-05-07 10:00:00,-1,19,False,False
346.203,Mo.,HS 12,Tutorium Exercise Sheet 7,False,False,True,-1,2024-05-13 09:15:00,2024-05-13 10:00:00,-1,20,False,False
346.203,Di.,T 911,Exercise 7,False,False,False,-1,2024-05-14 09:15:00,2024-05-14 10:00:00,-1,20,False,False
346.203,Fr.,HF 9904,Tutorium Exercise Sheet 8,False,False,True,-1,2024-05-17 09:15:00,2024-05-17 10:00:00,-1,20,False,False
346.203,Mo.,HS 12,Tutorium Exercise Sheet 8,False,False,True,-1,2024-05-27 09:15:00,2024-05-27 10:00:00,-1,22,False,False
346.203,Di.,T 911,Exercise 8,False,False,False,-1,2024-05-28 09:15:00,2024-05-28 10:00:00,-1,22,False,False
346.203,Mo.,HS 12,Tutorium Exercise Sheet 9,False,False,True,-1,2024-06-03 09:15:00,2024-06-03 10:00:00,-1,23,False,False
346.203,Di.,T 911,Exercise 9,False,False,False,-1,2024-06-04 09:15:00,2024-06-04 10:00:00,-1,23,False,False
346.203,Mo.,HS 12,Tutorium Exercise Sheet 10,False,False,True,-1,2024-06-10 09:15:00,2024-06-10 10:00:00,-1,24,False,False
346.203,Di.,T 911,Exercise 10,False,False,False,-1,2024-06-11 09:15:00,2024-06-11 10:00:00,-1,24,False,False
346.203,Mo.,HS 12,Tutorium Exercise Sheet 11,False,False,True,-1,2024-06-17 09:15:00,2024-06-17 10:00:00,-1,25,False,False
346.203,Di.,T 911,Exercise 11,False,False,False,-1,2024-06-18 09:15:00,2024-06-18 10:00:00,-1,25,False,False
346.203,Do.,HS 10,Tutorium - Calculation of the Trial Exam (Probeklausur zur Abschlußklausur),True,False,True,-1,2024-06-20 08:30:00,2024-06-20 11:00:00,-1,25,False,False
346.203,Di.,HS 18,Final Exam,True,False,False,0,2024-07-02 12:00:00,2024-07-02 14:00:00,164,27,False,False
346.203,Do.,HS 5,Catch-up Exam,True,False,False,-1,2024-10-03 15:30:00,2024-10-03 18:00:00,-1,40,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-03-07 13:45:00,2024-03-07 14:30:00,152,10,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-03-07 14:30:00,2024-03-07 15:15:00,152,10,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-03-14 13:45:00,2024-03-14 14:30:00,152,11,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-03-14 14:30:00,2024-03-14 15:15:00,152,11,False,False
531.240,Di.,PHDL/AS12,GAM,False,False,False,-1,2024-03-19 11:00:00,2024-03-19 13:35:00,-1,12,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-03-21 13:45:00,2024-03-21 14:30:00,152,12,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-03-21 14:30:00,2024-03-21 15:15:00,152,12,False,False
531.240,Di.,PHDL/AS12,GAM,False,False,False,-1,2024-04-09 11:00:00,2024-04-09 13:35:00,-1,15,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-04-11 13:45:00,2024-04-11 14:30:00,152,15,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-04-11 14:30:00,2024-04-11 15:15:00,152,15,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-04-18 13:45:00,2024-04-18 14:30:00,152,16,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-04-18 14:30:00,2024-04-18 15:15:00,152,16,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-04-25 13:45:00,2024-04-25 14:30:00,152,17,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-04-25 14:30:00,2024-04-25 15:15:00,152,17,False,False
531.240,Di.,PHDL/AS12,GAM,False,False,False,-1,2024-04-30 11:00:00,2024-04-30 13:35:00,-1,18,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-05-02 13:45:00,2024-05-02 14:30:00,152,18,False,False
531.240,Do.,HS 19,"1. Test, Nachname A - R",False,True,False,1,2024-05-02 14:30:00,2024-05-02 15:15:00,152,18,False,False
531.240,Di.,PHDL/AS12,GAM,False,False,False,-1,2024-05-14 11:00:00,2024-05-14 13:35:00,-1,20,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-05-16 13:45:00,2024-05-16 14:30:00,152,20,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-05-16 14:30:00,2024-05-16 15:15:00,152,20,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-05-23 13:45:00,2024-05-23 14:30:00,152,21,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-05-23 14:30:00,2024-05-23 15:15:00,152,21,False,False
531.240,Do.,HS 18,1. Nachtest,False,True,False,0,2024-05-23 15:30:00,2024-05-23 16:15:00,164,21,False,False
531.240,Di.,PHDL/AS12,GAM,False,False,False,-1,2024-06-04 11:00:00,2024-06-04 13:35:00,-1,23,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-06-06 13:45:00,2024-06-06 14:30:00,152,23,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-06-06 14:30:00,2024-06-06 15:15:00,152,23,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-06-13 13:45:00,2024-06-13 14:30:00,152,24,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-06-13 14:30:00,2024-06-13 15:15:00,152,24,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-06-20 13:45:00,2024-06-20 14:30:00,152,25,False,False
531.240,Do.,HS 19,,False,False,False,1,2024-06-20 14:30:00,2024-06-20 15:15:00,152,25,False,False
531.240,Do.,HS 19,2. Test,False,True,False,1,2024-06-27 13:45:00,2024-06-27 14:30:00,152,26,False,False
531.240,Do.,HS 17,2. Test,False,True,False,-1,2024-06-27 13:45:00,2024-06-27 14:30:00,-1,26,False,False
531.240,Do.,HS 19,2. Nachtest,False,True,False,1,2024-07-11 13:45:00,2024-07-11 14:30:00,152,28,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-03-07 13:45:00,2024-03-07 14:30:00,152,10,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-03-07 14:30:00,2024-03-07 15:15:00,152,10,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-03-14 13:45:00,2024-03-14 14:30:00,152,11,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-03-14 14:30:00,2024-03-14 15:15:00,-1,11,False,False
531.241,Mi.,S2 048,GAM,False,False,False,-1,2024-03-20 12:45:00,2024-03-20 15:15:00,-1,12,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-03-21 13:45:00,2024-03-21 14:30:00,152,12,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-03-21 14:30:00,2024-03-21 15:15:00,-1,12,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-04-11 13:45:00,2024-04-11 14:30:00,152,15,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-04-11 14:30:00,2024-04-11 15:15:00,-1,15,False,False
531.241,Mi.,S2 048,GAM,False,False,False,-1,2024-04-17 12:45:00,2024-04-17 15:15:00,-1,16,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-04-18 13:45:00,2024-04-18 14:30:00,152,16,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-04-18 14:30:00,2024-04-18 15:15:00,-1,16,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-04-25 13:45:00,2024-04-25 14:30:00,152,17,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-04-25 14:30:00,2024-04-25 15:15:00,-1,17,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-05-02 13:45:00,2024-05-02 14:30:00,152,18,False,False
531.241,Do.,S2 044,"1. Test, Nachname mit S",False,True,False,-1,2024-05-02 14:30:00,2024-05-02 15:15:00,-1,18,False,False
531.241,Mi.,S2 048,GAM,False,False,False,-1,2024-05-08 12:45:00,2024-05-08 15:15:00,-1,19,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-05-16 13:45:00,2024-05-16 14:30:00,152,20,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-05-16 14:30:00,2024-05-16 15:15:00,-1,20,False,False
531.241,Mi.,S2 048,GAM,False,False,False,-1,2024-05-22 12:45:00,2024-05-22 15:15:00,-1,21,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-05-23 13:45:00,2024-05-23 14:30:00,152,21,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-05-23 14:30:00,2024-05-23 15:15:00,-1,21,False,False
531.241,Do.,HS 18,1. Nachtest,False,True,False,0,2024-05-23 15:30:00,2024-05-23 16:15:00,164,21,False,False
531.241,Mi.,S2 048,GAM,False,False,False,-1,2024-06-05 12:45:00,2024-06-05 15:15:00,-1,23,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-06-06 13:45:00,2024-06-06 14:30:00,152,23,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-06-06 14:30:00,2024-06-06 15:15:00,-1,23,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-06-13 13:45:00,2024-06-13 14:30:00,152,24,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-06-13 14:30:00,2024-06-13 15:15:00,-1,24,False,False
531.241,Do.,HS 19,,False,False,False,1,2024-06-20 13:45:00,2024-06-20 14:30:00,152,25,False,False
531.241,Do.,S2 044,,False,False,False,-1,2024-06-20 14:30:00,2024-06-20 15:15:00,-1,25,False,False
531.241,Do.,HS 19,2. Test,False,True,False,1,2024-06-27 13:45:00,2024-06-27 14:30:00,152,26,False,False
531.241,Do.,HS 17,2. Test,False,True,False,-1,2024-06-27 13:45:00,2024-06-27 14:30:00,-1,26,False,False
531.241,Do.,HS 19,2. Nachtest,False,True,False,1,2024-07-11 13:45:00,2024-07-11 14:30:00,152,28,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-03-07 13:45:00,2024-03-07 14:30:00,152,10,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-03-07 14:30:00,2024-03-07 15:15:00,152,10,False,False
531.242,Mi.,S2 048,GAM,False,False,False,-1,2024-03-13 12:45:00,2024-03-13 15:15:00,-1,11,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-03-14 13:45:00,2024-03-14 14:30:00,152,11,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-03-14 14:30:00,2024-03-14 15:15:00,-1,11,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-03-21 13:45:00,2024-03-21 14:30:00,152,12,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-03-21 14:30:00,2024-03-21 15:15:00,-1,12,False,False
531.242,Mi.,S2 048,GAM,False,False,False,-1,2024-04-10 12:45:00,2024-04-10 15:15:00,-1,15,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-04-11 13:45:00,2024-04-11 14:30:00,152,15,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-04-11 14:30:00,2024-04-11 15:15:00,-1,15,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-04-18 13:45:00,2024-04-18 14:30:00,152,16,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-04-18 14:30:00,2024-04-18 15:15:00,-1,16,False,False
531.242,Mi.,S2 048,GAM,False,False,False,-1,2024-04-24 12:45:00,2024-04-24 15:15:00,-1,17,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-04-25 13:45:00,2024-04-25 14:30:00,152,17,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-04-25 14:30:00,2024-04-25 15:15:00,-1,17,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-05-02 13:45:00,2024-05-02 14:30:00,152,18,False,False
531.242,Do.,MT 327,"1. Test, Nachname T - Z",False,True,False,-1,2024-05-02 14:30:00,2024-05-02 15:15:00,-1,18,False,False
531.242,Mi.,S2 048,GAM,False,False,False,-1,2024-05-15 12:45:00,2024-05-15 15:15:00,-1,20,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-05-16 13:45:00,2024-05-16 14:30:00,152,20,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-05-16 14:30:00,2024-05-16 15:15:00,-1,20,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-05-23 13:45:00,2024-05-23 14:30:00,152,21,False,False
531.242,Do.,MT 327,HS 19,False,False,False,-1,2024-05-23 14:30:00,2024-05-23 15:15:00,-1,21,False,False
531.242,Do.,HS 18,1. Nachtest,False,True,False,0,2024-05-23 15:30:00,2024-05-23 16:15:00,164,21,False,False
531.242,Mi.,S2 048,GAM,False,False,False,-1,2024-05-29 12:45:00,2024-05-29 15:15:00,-1,22,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-06-06 13:45:00,2024-06-06 14:30:00,152,23,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-06-06 14:30:00,2024-06-06 15:15:00,-1,23,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-06-13 13:45:00,2024-06-13 14:30:00,152,24,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-06-13 14:30:00,2024-06-13 15:15:00,-1,24,False,False
531.242,Do.,HS 19,,False,False,False,1,2024-06-20 13:45:00,2024-06-20 14:30:00,152,25,False,False
531.242,Do.,MT 327,,False,False,False,-1,2024-06-20 14:30:00,2024-06-20 15:15:00,-1,25,False,False
531.242,Do.,HS 19,2. Test,False,True,False,1,2024-06-27 13:45:00,2024-06-27 14:30:00,152,26,False,False
531.242,Do.,HS 17,2. Test,False,True,False,-1,2024-06-27 13:45:00,2024-06-27 14:30:00,-1,26,False,False
531.242,Do.,HS 19,2. Nachtest,False,True,False,1,2024-07-11 13:45:00,2024-07-11 14:30:00,152,28,False,False
243.001,Di.,BA 9910,Hilgers,False,False,False,-1,2024-03-12 15:30:00,2024-03-12 18:45:00,-1,11,False,False
243.001,Mi.,HF 9901,Hilgers,False,False,False,-1,2024-03-13 15:30:00,2024-03-13 18:45:00,-1,11,False,False
243.001,Di.,BA 9910,Hilgers,False,False,False,-1,2024-03-19 15:30:00,2024-03-19 18:45:00,-1,12,False,False
243.001,Mi.,HF 9901,Hilgers,False,False,False,-1,2024-03-20 15:30:00,2024-03-20 18:45:00,-1,12,False,False
243.001,Di.,BA 9910,Stötzer,False,False,False,-1,2024-04-09 15:30:00,2024-04-09 18:45:00,-1,15,False,False
243.001,Mi.,HF 9901,Stötzer,False,False,False,-1,2024-04-10 15:30:00,2024-04-10 18:45:00,-1,15,False,False
243.001,Mi.,HF 9901,Stötzer,False,False,False,-1,2024-04-17 15:30:00,2024-04-17 18:45:00,-1,16,False,False
243.001,Di.,Online / Zoom,Stötzer & Gastvortrag,False,False,False,-1,2024-04-23 15:30:00,2024-04-23 18:45:00,-1,17,False,True
243.001,Mi.,HF 9901,Stötzer,False,False,False,-1,2024-04-24 15:30:00,2024-04-24 18:45:00,-1,17,False,False
243.001,Mi.,HF 9901,Stötzer,False,False,False,-1,2024-05-08 15:30:00,2024-05-08 18:45:00,-1,19,False,False
243.001,Mi.,zoom,Hilgers,False,False,False,-1,2024-05-15 15:30:00,2024-05-15 18:45:00,-1,20,False,True
243.001,Mi.,HS 2,Klausur ab 17:15 Uhr,True,False,False,-1,2024-06-12 15:30:00,2024-06-12 18:45:00,-1,24,False,False
243.001,Mi.,HS 18,Nachklausur ab 15:30 Uhr,True,False,False,0,2024-07-03 15:30:00,2024-07-03 18:45:00,164,27,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-03-04 12:00:00,2024-03-04 13:30:00,-1,10,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-03-05 10:15:00,2024-03-05 11:45:00,152,10,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-03-11 12:00:00,2024-03-11 13:30:00,-1,11,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-03-11 17:15:00,2024-03-11 18:45:00,164,11,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-03-12 10:15:00,2024-03-12 11:45:00,152,11,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-03-18 12:00:00,2024-03-18 13:30:00,-1,12,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-03-18 17:15:00,2024-03-18 18:45:00,164,12,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-03-19 10:15:00,2024-03-19 11:45:00,152,12,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-04-08 12:00:00,2024-04-08 13:30:00,-1,15,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-04-08 17:15:00,2024-04-08 18:45:00,164,15,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-04-09 10:15:00,2024-04-09 11:45:00,152,15,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-04-15 12:00:00,2024-04-15 13:30:00,-1,16,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-04-15 17:15:00,2024-04-15 18:45:00,164,16,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-04-16 10:15:00,2024-04-16 11:45:00,152,16,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-04-22 12:00:00,2024-04-22 13:30:00,-1,17,False,False
360.001,Mo.,HS 19,Tutorium,False,False,True,1,2024-04-22 17:15:00,2024-04-22 18:45:00,152,17,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-04-23 10:15:00,2024-04-23 11:45:00,152,17,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-04-29 12:00:00,2024-04-29 13:30:00,-1,18,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-04-29 17:15:00,2024-04-29 18:45:00,164,18,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-04-30 10:15:00,2024-04-30 11:45:00,152,18,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-05-06 12:00:00,2024-05-06 13:30:00,-1,19,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-05-06 17:15:00,2024-05-06 18:45:00,164,19,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-05-07 10:15:00,2024-05-07 11:45:00,152,19,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-05-13 12:00:00,2024-05-13 13:30:00,-1,20,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-05-13 17:15:00,2024-05-13 18:45:00,164,20,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-05-14 10:15:00,2024-05-14 11:45:00,152,20,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-05-27 12:00:00,2024-05-27 13:30:00,-1,22,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-05-27 17:15:00,2024-05-27 18:45:00,164,22,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-05-28 10:15:00,2024-05-28 11:45:00,152,22,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-06-03 12:00:00,2024-06-03 13:30:00,-1,23,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-06-03 17:15:00,2024-06-03 18:45:00,164,23,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-06-04 10:15:00,2024-06-04 11:45:00,152,23,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-06-10 12:00:00,2024-06-10 13:30:00,-1,24,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-06-10 17:15:00,2024-06-10 18:45:00,164,24,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-06-11 10:15:00,2024-06-11 11:45:00,152,24,False,False
360.001,Mo.,HS 9,,False,False,False,-1,2024-06-17 12:00:00,2024-06-17 13:30:00,-1,25,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-06-17 17:15:00,2024-06-17 18:45:00,164,25,False,False
360.001,Di.,HS 19,,False,False,False,1,2024-06-18 10:15:00,2024-06-18 11:45:00,152,25,False,False
360.001,Mo.,HS 18,Tutorium,False,False,True,0,2024-06-24 17:15:00,2024-06-24 18:45:00,164,26,False,False
360.001,Mo.,ZOOM,Tutorium,False,False,True,-1,2024-07-01 19:30:00,2024-07-01 20:30:00,-1,27,False,True
360.001,Mo.,HS 18,Fragestunde mit Musterklausur,False,False,True,0,2024-07-08 15:30:00,2024-07-08 17:00:00,164,28,False,False
360.001,Mo.,HS 1,Klausurtermin,True,False,False,-1,2024-07-15 13:45:00,2024-07-15 17:00:00,-1,29,False,False
360.001,Di.,HS 2,,False,False,False,-1,2024-09-24 13:45:00,2024-09-24 17:00:00,-1,39,False,False
360.001,Fr.,HS 7,,False,False,False,-1,2024-12-06 13:45:00,2024-12-06 17:00:00,-1,49,False,False
360.001,Fr.,HS 7,,False,False,False,-1,2025-02-28 13:45:00,2025-02-28 17:00:00,-1,9,False,False
364.046,Mi.,Zoom,Introduction and Course Overview,False,False,False,-1,2024-03-06 10:15:00,2024-03-06 11:45:00,-1,10,False,True
364.046,Mi.,Zoom,Fundamentals of Light,False,False,False,-1,2024-03-13 10:15:00,2024-03-13 11:45:00,-1,11,False,True
364.046,Mi.,Zoom,Principles of Optics,False,False,False,-1,2024-03-20 10:15:00,2024-03-20 11:45:00,-1,12,False,True
364.046,Mi.,Zoom,Basics of Visual Perception,False,False,False,-1,2024-04-10 10:15:00,2024-04-10 11:45:00,-1,15,False,True
364.046,Mi.,Zoom,Holographic Principles,False,False,False,-1,2024-04-17 10:15:00,2024-04-17 11:45:00,-1,16,False,True
364.046,Mi.,Zoom,Display Basics I,False,False,False,-1,2024-04-24 10:15:00,2024-04-24 11:45:00,-1,17,False,True
364.046,Mi.,Zoom,Display Basics II,False,False,False,-1,2024-05-08 10:15:00,2024-05-08 11:45:00,-1,19,False,True
364.046,Mi.,Zoom,Spatial Light Modulation,False,False,False,-1,2024-05-15 10:15:00,2024-05-15 11:45:00,-1,20,False,True
364.046,Mi.,Zoom,Projector-Camera Systems,False,False,False,-1,2024-05-22 10:15:00,2024-05-22 11:45:00,-1,21,False,True
364.046,Mi.,Zoom,Three-Dimensional Displays I,False,False,False,-1,2024-05-29 10:15:00,2024-05-29 11:45:00,-1,22,False,True
364.046,Mi.,Zoom,Three-Dimensional Displays II,False,False,False,-1,2024-06-05 10:15:00,2024-06-05 11:45:00,-1,23,False,True
364.046,Mi.,Zoom,Near-Eye Displays,False,False,False,-1,2024-06-12 10:15:00,2024-06-12 11:45:00,-1,24,False,True
364.046,Mi.,Zoom,Q&A and Recap,False,False,True,-1,2024-06-19 10:15:00,2024-06-19 11:45:00,-1,25,False,True
364.046,Mi.,HS 18,Exam,True,False,False,0,2024-06-26 10:15:00,2024-06-26 11:45:00,164,26,False,False
364.046,Mi.,K 033C,Retry Exam,True,False,False,-1,2024-10-02 10:15:00,2024-10-02 11:45:00,-1,40,False,False
256.300,Di.,MT 127,Einführung und Überblick LVA,False,False,False,-1,2024-03-05 12:00:00,2024-03-05 15:15:00,-1,10,False,False
256.300,Di.,MT 127,FC 1: Recap & Diskussion Strategische Bedeutung und Rolle von IS/IT inkl. Leadership bei Digitalisierung und digitaler Transform,False,False,False,-1,2024-03-19 12:00:00,2024-03-19 15:15:00,-1,12,False,False
256.300,Di.,MT 127,"FC 2: Recap & Diskussion: Informationsmanagement - Übersicht, Grundlagen, Ziele und Aufgaben / IT-Governance und COBIT",False,False,False,-1,2024-04-09 12:00:00,2024-04-09 15:15:00,-1,15,False,False
256.300,Di.,MT 127,Repetitorium: Fragestunde / Informationen zum Klausuerablauf / Moodle-Quiz,False,False,True,-1,2024-04-16 12:00:00,2024-04-16 15:15:00,-1,16,False,True
256.300,Di.,HS 1,"Klausur - Teil 1, Anmeldung geöffnet - bitte 15 Min. vor Klausurbeginn in den Hörsaal kommen!",True,False,False,-1,2024-04-23 12:00:00,2024-04-23 13:30:00,-1,17,False,False
256.300,Di.,MT 127,"Einführung LVA Teil 2 : Ausblick Aufgaben & Methoden des IM / +NEU+ ""DigiScale"" Survey: Teste Deine Digitalisierungsbereitschaft",False,False,False,-1,2024-04-30 12:00:00,2024-04-30 15:15:00,-1,18,False,False
256.300,Di.,MT 127,FC 3: Recap & Diskussion Aufgaben &Methoden Informationsmanagement;  Ausblick IT-Servicemanagement & ITIL,False,False,False,-1,2024-06-04 12:00:00,2024-06-04 15:15:00,-1,23,False,False
256.300,Di.,MT 127,Repetitorium und Fragestunde zu IT-Servicemanagement und ITIL,False,False,True,-1,2024-06-18 12:00:00,2024-06-18 15:15:00,-1,25,False,False
256.300,Di.,HS 18,"Klausur - Teil 2, Anmeldung geöffnet - bitte 15 Min. vor Klausurbeginn in den Hörsaal kommen!",True,False,False,0,2024-06-25 12:00:00,2024-06-25 13:30:00,164,26,False,False
256.300,Do.,HS 1,"Gesamtklausur, geprüft werden Teil 1 und Teil 2",True,False,False,-1,2024-07-04 16:00:00,2024-07-04 19:15:00,-1,27,False,False
256.300,Mo.,HS 1,"Nachklausur, geprüft werden Teil 1 und Teil 2 des Stoffes",True,False,False,-1,2024-09-09 09:00:00,2024-09-09 12:00:00,-1,37,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-03-05 13:45:00,2024-03-05 15:15:00,-1,10,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-03-12 13:45:00,2024-03-12 15:15:00,-1,11,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-03-19 13:45:00,2024-03-19 15:15:00,-1,12,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-04-09 13:45:00,2024-04-09 15:15:00,-1,15,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-04-16 13:45:00,2024-04-16 15:15:00,-1,16,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-04-23 13:45:00,2024-04-23 15:15:00,-1,17,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-04-30 13:45:00,2024-04-30 15:15:00,-1,18,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-05-07 13:45:00,2024-05-07 15:15:00,-1,19,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-05-14 13:45:00,2024-05-14 15:15:00,-1,20,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-05-28 13:45:00,2024-05-28 15:15:00,-1,22,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-06-04 13:45:00,2024-06-04 15:15:00,-1,23,False,False
531.413,Di.,KG 519,,False,False,False,-1,2024-06-11 13:45:00,2024-06-11 15:15:00,-1,24,False,False
